Sender,Receiver,score,Ligand,Receptor
Tcell,Endothelial,2.4289549946775496e-07,JAM2,ITGAV
Bcell,Macrophage,6.648601816622551e-08,JAM2,ITGAV
Endothelial,Macrophage,1.6810649515848974e-07,JAM2,ITGAV
Macrophage,Macrophage,1.4141026992440371e-05,JAM2,ITGAV
Malignant,Macrophage,2.5118896485905427e-07,JAM2,ITGAV
Stroma,Macrophage,1.5936536974183915e-08,JAM2,ITGAV
Tcell,Macrophage,8.11852647513235e-06,JAM2,ITGAV
Bcell,Malignant,6.647906287435034e-07,JAM2,ITGAV
Endothelial,Malignant,7.921830647563911e-08,JAM2,ITGAV
Macrophage,Malignant,1.1350747776842878e-08,JAM2,ITGAV
Malignant,Malignant,2.0895114404092207e-06,JAM2,ITGAV
Stroma,Malignant,2.4880594904534007e-07,JAM2,ITGAV
Tcell,Malignant,2.2279400436223556e-07,JAM2,ITGAV
Bcell,Stroma,6.762140933429283e-10,JAM2,ITGAV
Endothelial,Stroma,2.0113617435804202e-07,JAM2,ITGAV
Macrophage,Stroma,1.533337116447521e-07,JAM2,ITGAV
Malignant,Stroma,1.8615334581546675e-07,JAM2,ITGAV
Stroma,Stroma,1.81371557561625e-05,JAM2,ITGAV
Tcell,Stroma,4.02284202393297e-06,JAM2,ITGAV
Bcell,Tcell,0.0,JAM2,ITGAV
Endothelial,Tcell,6.947315136511527e-08,JAM2,ITGAV
Macrophage,Tcell,1.0776207822579356e-05,JAM2,ITGAV
Malignant,Tcell,1.8139422453530572e-07,JAM2,ITGAV
Stroma,Tcell,1.7004935547590052e-10,JAM2,ITGAV
Tcell,Tcell,7.66580367763725e-05,JAM2,ITGAV
Bcell,Bcell,0.00017157586032381965,JAM2,ITGB1
Endothelial,Bcell,0.0,JAM2,ITGB1
Macrophage,Bcell,2.317501383655884e-08,JAM2,ITGB1
Malignant,Bcell,2.9322774209824412e-08,JAM2,ITGB1
Stroma,Bcell,1.7947149989207505e-07,JAM2,ITGB1
Tcell,Bcell,6.301363831223341e-08,JAM2,ITGB1
Bcell,Endothelial,0.0,JAM2,ITGB1
Endothelial,Endothelial,8.04761814522744e-05,JAM2,ITGB1
Macrophage,Endothelial,2.718177519230873e-08,JAM2,ITGB1
Malignant,Endothelial,2.6822783720636153e-07,JAM2,ITGB1
Stroma,Endothelial,8.728958430691664e-08,JAM2,ITGB1
Tcell,Endothelial,2.1955033097082132e-07,JAM2,ITGB1
Bcell,Macrophage,9.488596372179065e-08,JAM2,ITGB1
Endothelial,Macrophage,1.4301517702699795e-07,JAM2,ITGB1
Macrophage,Macrophage,1.5383612063833933e-05,JAM2,ITGB1
Malignant,Macrophage,1.5810447883193783e-07,JAM2,ITGB1
Stroma,Macrophage,6.737260382635713e-08,JAM2,ITGB1
Tcell,Macrophage,1.5660643203507516e-07,JAM2,ITGB1
Bcell,Malignant,1.5049509049045914e-07,JAM2,ITGB1
Endothelial,Malignant,8.994622866604571e-08,JAM2,ITGB1
Macrophage,Malignant,1.0469941343908911e-07,JAM2,ITGB1
Malignant,Malignant,2.4853142675722003e-06,JAM2,ITGB1
Stroma,Malignant,7.969449950409954e-07,JAM2,ITGB1
Tcell,Malignant,8.421838221438043e-08,JAM2,ITGB1
Bcell,Stroma,1.248767849854615e-09,JAM2,ITGB1
Endothelial,Stroma,1.0329482476100502e-06,JAM2,ITGB1
Macrophage,Stroma,2.2819374500411978e-08,JAM2,ITGB1
Malignant,Stroma,2.185363096292449e-07,JAM2,ITGB1
Stroma,Stroma,1.8367951945680187e-05,JAM2,ITGB1
Tcell,Stroma,1.8090375595180367e-07,JAM2,ITGB1
Bcell,Tcell,7.820604669342567e-06,JAM2,ITGB1
Endothelial,Tcell,2.0314745565245304e-08,JAM2,ITGB1
Macrophage,Tcell,5.638893795425065e-06,JAM2,ITGB1
Malignant,Tcell,4.314247911310065e-08,JAM2,ITGB1
Stroma,Tcell,3.4973995642945684e-10,JAM2,ITGB1
Tcell,Tcell,0.00019495355823802605,JAM2,ITGB1
Bcell,Bcell,0.00017157586032381965,JAM2,ITGB1
Endothelial,Bcell,0.0,JAM2,ITGB1
Macrophage,Bcell,2.317501383655884e-08,JAM2,ITGB1
Malignant,Bcell,2.9322774209824412e-08,JAM2,ITGB1
Stroma,Bcell,1.7947149989207505e-07,JAM2,ITGB1
Tcell,Bcell,6.301363831223341e-08,JAM2,ITGB1
Bcell,Endothelial,0.0,JAM2,ITGB1
Endothelial,Endothelial,8.04761814522744e-05,JAM2,ITGB1
Macrophage,Endothelial,2.718177519230873e-08,JAM2,ITGB1
Malignant,Endothelial,2.6822783720636153e-07,JAM2,ITGB1
Stroma,Endothelial,8.728958430691664e-08,JAM2,ITGB1
Tcell,Endothelial,2.1955033097082132e-07,JAM2,ITGB1
Bcell,Macrophage,9.488596372179065e-08,JAM2,ITGB1
Endothelial,Macrophage,1.4301517702699795e-07,JAM2,ITGB1
Macrophage,Macrophage,1.5383612063833933e-05,JAM2,ITGB1
Malignant,Macrophage,1.5810447883193783e-07,JAM2,ITGB1
Stroma,Macrophage,6.737260382635713e-08,JAM2,ITGB1
Tcell,Macrophage,1.5660643203507516e-07,JAM2,ITGB1
Bcell,Malignant,1.5049509049045914e-07,JAM2,ITGB1
Endothelial,Malignant,8.994622866604571e-08,JAM2,ITGB1
Macrophage,Malignant,1.0469941343908911e-07,JAM2,ITGB1
Malignant,Malignant,2.4853142675722003e-06,JAM2,ITGB1
Stroma,Malignant,7.969449950409954e-07,JAM2,ITGB1
Tcell,Malignant,8.421838221438043e-08,JAM2,ITGB1
Bcell,Stroma,1.248767849854615e-09,JAM2,ITGB1
Endothelial,Stroma,1.0329482476100502e-06,JAM2,ITGB1
Macrophage,Stroma,2.2819374500411978e-08,JAM2,ITGB1
Malignant,Stroma,2.185363096292449e-07,JAM2,ITGB1
Stroma,Stroma,1.8367951945680187e-05,JAM2,ITGB1
Tcell,Stroma,1.8090375595180367e-07,JAM2,ITGB1
Bcell,Tcell,7.820604669342567e-06,JAM2,ITGB1
Endothelial,Tcell,2.0314745565245304e-08,JAM2,ITGB1
Macrophage,Tcell,5.638893795425065e-06,JAM2,ITGB1
Malignant,Tcell,4.314247911310065e-08,JAM2,ITGB1
Stroma,Tcell,3.4973995642945684e-10,JAM2,ITGB1
Tcell,Tcell,0.00019495355823802605,JAM2,ITGB1
Bcell,Bcell,8.549899885154997e-05,JAM2,F11R
Endothelial,Bcell,0.0,JAM2,F11R
Macrophage,Bcell,1.406931123584711e-07,JAM2,F11R
Malignant,Bcell,3.189129783934854e-07,JAM2,F11R
Stroma,Bcell,1.7398080363088124e-09,JAM2,F11R
Tcell,Bcell,3.189845077043444e-08,JAM2,F11R
Bcell,Endothelial,0.0,JAM2,F11R
Endothelial,Endothelial,0.00015895498335331704,JAM2,F11R
Macrophage,Endothelial,2.7527108872372835e-08,JAM2,F11R
Malignant,Endothelial,6.141962543666684e-07,JAM2,F11R
Stroma,Endothelial,3.2454279503164988e-06,JAM2,F11R
Tcell,Endothelial,4.836252150482464e-07,JAM2,F11R
Bcell,Macrophage,8.054444951615428e-07,JAM2,F11R
Endothelial,Macrophage,7.748280574202595e-06,JAM2,F11R
Macrophage,Macrophage,4.311788067578161e-05,JAM2,F11R
Malignant,Macrophage,7.885011720041883e-07,JAM2,F11R
Stroma,Macrophage,4.103310661484493e-08,JAM2,F11R
Tcell,Macrophage,7.649387186570494e-06,JAM2,F11R
Bcell,Malignant,1.7177436030982376e-06,JAM2,F11R
Endothelial,Malignant,2.7781173982849206e-07,JAM2,F11R
Macrophage,Malignant,8.88637101631284e-08,JAM2,F11R
Malignant,Malignant,4.837238294170513e-06,JAM2,F11R
Stroma,Malignant,2.4071434457349346e-06,JAM2,F11R
Tcell,Malignant,1.0267346839183078e-06,JAM2,F11R
Bcell,Stroma,4.74670635320798e-05,JAM2,F11R
Endothelial,Stroma,1.4943363446152305e-06,JAM2,F11R
Macrophage,Stroma,5.513703926623111e-08,JAM2,F11R
Malignant,Stroma,8.74146392090657e-07,JAM2,F11R
Stroma,Stroma,2.8702379879948855e-05,JAM2,F11R
Tcell,Stroma,1.0094292312487133e-05,JAM2,F11R
Bcell,Tcell,0.0,JAM2,F11R
Endothelial,Tcell,2.077820455990672e-07,JAM2,F11R
Macrophage,Tcell,2.768713329781796e-06,JAM2,F11R
Malignant,Tcell,1.5780614602919345e-06,JAM2,F11R
Stroma,Tcell,8.994400785302631e-10,JAM2,F11R
Tcell,Tcell,0.0002595116526458046,JAM2,F11R
Bcell,Bcell,0.00014328110512332477,JAM2,ITGAV
Endothelial,Bcell,0.0,JAM2,ITGAV
Macrophage,Bcell,7.515536604808235e-08,JAM2,ITGAV
Malignant,Bcell,5.701902174563644e-07,JAM2,ITGAV
Stroma,Bcell,3.501817841211954e-06,JAM2,ITGAV
Tcell,Bcell,1.1186957636651652e-07,JAM2,ITGAV
Bcell,Endothelial,0.0,JAM2,ITGAV
Endothelial,Endothelial,8.001950745846882e-05,JAM2,ITGAV
Macrophage,Endothelial,3.5998122023493824e-08,JAM2,ITGAV
Malignant,Endothelial,4.2028806743403445e-08,JAM2,ITGAV
Stroma,Endothelial,6.565756526341111e-08,JAM2,ITGAV
Tcell,Endothelial,2.4289549946775496e-07,JAM2,ITGAV
Bcell,Macrophage,6.648601816622551e-08,JAM2,ITGAV
Endothelial,Macrophage,1.6810649515848974e-07,JAM2,ITGAV
Macrophage,Macrophage,1.4141026992440371e-05,JAM2,ITGAV
Malignant,Macrophage,2.5118896485905427e-07,JAM2,ITGAV
Stroma,Macrophage,1.5936536974183915e-08,JAM2,ITGAV
Tcell,Macrophage,8.11852647513235e-06,JAM2,ITGAV
Bcell,Malignant,6.647906287435034e-07,JAM2,ITGAV
Endothelial,Malignant,7.921830647563911e-08,JAM2,ITGAV
Macrophage,Malignant,1.1350747776842878e-08,JAM2,ITGAV
Malignant,Malignant,2.0895114404092207e-06,JAM2,ITGAV
Stroma,Malignant,2.4880594904534007e-07,JAM2,ITGAV
Tcell,Malignant,2.2279400436223556e-07,JAM2,ITGAV
Bcell,Stroma,6.762140933429283e-10,JAM2,ITGAV
Endothelial,Stroma,2.0113617435804202e-07,JAM2,ITGAV
Macrophage,Stroma,1.533337116447521e-07,JAM2,ITGAV
Malignant,Stroma,1.8615334581546675e-07,JAM2,ITGAV
Stroma,Stroma,1.81371557561625e-05,JAM2,ITGAV
Tcell,Stroma,4.02284202393297e-06,JAM2,ITGAV
Bcell,Tcell,0.0,JAM2,ITGAV
Endothelial,Tcell,6.947315136511527e-08,JAM2,ITGAV
Macrophage,Tcell,1.0776207822579356e-05,JAM2,ITGAV
Malignant,Tcell,1.8139422453530572e-07,JAM2,ITGAV
Stroma,Tcell,1.7004935547590052e-10,JAM2,ITGAV
Tcell,Tcell,7.66580367763725e-05,JAM2,ITGAV
Bcell,Bcell,0.00017157586032381965,JAM2,ITGB1
Endothelial,Bcell,0.0,JAM2,ITGB1
Macrophage,Bcell,2.317501383655884e-08,JAM2,ITGB1
Malignant,Bcell,2.9322774209824412e-08,JAM2,ITGB1
Stroma,Bcell,1.7947149989207505e-07,JAM2,ITGB1
Tcell,Bcell,6.301363831223341e-08,JAM2,ITGB1
Bcell,Endothelial,0.0,JAM2,ITGB1
Endothelial,Endothelial,8.04761814522744e-05,JAM2,ITGB1
Macrophage,Endothelial,2.718177519230873e-08,JAM2,ITGB1
Malignant,Endothelial,2.6822783720636153e-07,JAM2,ITGB1
Stroma,Endothelial,8.728958430691664e-08,JAM2,ITGB1
Tcell,Endothelial,2.1955033097082132e-07,JAM2,ITGB1
Bcell,Macrophage,9.488596372179065e-08,JAM2,ITGB1
Endothelial,Macrophage,1.4301517702699795e-07,JAM2,ITGB1
Macrophage,Macrophage,1.5383612063833933e-05,JAM2,ITGB1
Malignant,Macrophage,1.5810447883193783e-07,JAM2,ITGB1
Stroma,Macrophage,6.737260382635713e-08,JAM2,ITGB1
Tcell,Macrophage,1.5660643203507516e-07,JAM2,ITGB1
Bcell,Malignant,1.5049509049045914e-07,JAM2,ITGB1
Endothelial,Malignant,8.994622866604571e-08,JAM2,ITGB1
Macrophage,Malignant,1.0469941343908911e-07,JAM2,ITGB1
Malignant,Malignant,2.4853142675722003e-06,JAM2,ITGB1
Stroma,Malignant,7.969449950409954e-07,JAM2,ITGB1
Tcell,Malignant,8.421838221438043e-08,JAM2,ITGB1
Bcell,Stroma,1.248767849854615e-09,JAM2,ITGB1
Endothelial,Stroma,1.0329482476100502e-06,JAM2,ITGB1
Macrophage,Stroma,2.2819374500411978e-08,JAM2,ITGB1
Malignant,Stroma,2.185363096292449e-07,JAM2,ITGB1
Stroma,Stroma,1.8367951945680187e-05,JAM2,ITGB1
Tcell,Stroma,1.8090375595180367e-07,JAM2,ITGB1
Bcell,Tcell,7.820604669342567e-06,JAM2,ITGB1
Endothelial,Tcell,2.0314745565245304e-08,JAM2,ITGB1
Macrophage,Tcell,5.638893795425065e-06,JAM2,ITGB1
Malignant,Tcell,4.314247911310065e-08,JAM2,ITGB1
Stroma,Tcell,3.4973995642945684e-10,JAM2,ITGB1
Tcell,Tcell,0.00019495355823802605,JAM2,ITGB1
Bcell,Bcell,0.0005139858462624118,JAM3,ITGB2
Endothelial,Bcell,1.6330280137565704e-06,JAM3,ITGB2
Macrophage,Bcell,3.1463154526046764e-05,JAM3,ITGB2
Malignant,Bcell,9.188766612947585e-07,JAM3,ITGB2
Stroma,Bcell,1.7037178326710843e-05,JAM3,ITGB2
Tcell,Bcell,8.0619063236419e-07,JAM3,ITGB2
Bcell,Endothelial,0.00011164599864554837,JAM3,ITGB2
Endothelial,Endothelial,0.00010984350474910431,JAM3,ITGB2
Macrophage,Endothelial,7.820822335884266e-06,JAM3,ITGB2
Malignant,Endothelial,2.4678921582646536e-06,JAM3,ITGB2
Stroma,Endothelial,5.851418937662523e-06,JAM3,ITGB2
Tcell,Endothelial,1.0899117760321488e-06,JAM3,ITGB2
Bcell,Macrophage,9.466755847374564e-08,JAM3,ITGB2
Endothelial,Macrophage,3.857163609470589e-06,JAM3,ITGB2
Macrophage,Macrophage,6.843740993731896e-05,JAM3,ITGB2
Malignant,Macrophage,1.2446479067531777e-06,JAM3,ITGB2
Stroma,Macrophage,2.3332090323497082e-06,JAM3,ITGB2
Tcell,Macrophage,3.471024602767881e-06,JAM3,ITGB2
Bcell,Malignant,2.350584997724127e-06,JAM3,ITGB2
Endothelial,Malignant,1.9327307869514533e-06,JAM3,ITGB2
Macrophage,Malignant,1.3813107196467736e-06,JAM3,ITGB2
Malignant,Malignant,9.867391485814092e-06,JAM3,ITGB2
Stroma,Malignant,4.221428695034187e-06,JAM3,ITGB2
Tcell,Malignant,1.0331505296596222e-06,JAM3,ITGB2
Bcell,Stroma,1.5612086472642968e-07,JAM3,ITGB2
Endothelial,Stroma,1.0327542172497927e-05,JAM3,ITGB2
Macrophage,Stroma,4.367648349418075e-06,JAM3,ITGB2
Malignant,Stroma,1.7607159831252152e-06,JAM3,ITGB2
Stroma,Stroma,6.0002895262056734e-05,JAM3,ITGB2
Tcell,Stroma,1.053766465634915e-06,JAM3,ITGB2
Bcell,Tcell,1.5362022209087206e-07,JAM3,ITGB2
Endothelial,Tcell,1.1189656750785381e-05,JAM3,ITGB2
Macrophage,Tcell,1.4843975688280672e-05,JAM3,ITGB2
Malignant,Tcell,9.366199583142245e-07,JAM3,ITGB2
Stroma,Tcell,2.2974606289425084e-07,JAM3,ITGB2
Tcell,Tcell,0.0005643067312099783,JAM3,ITGB2
Bcell,Bcell,0.00020007870077734576,LAMA2,CD44
Endothelial,Bcell,3.07996796220734e-07,LAMA2,CD44
Macrophage,Bcell,3.3434128698093675e-06,LAMA2,CD44
Malignant,Bcell,4.347424222620455e-07,LAMA2,CD44
Stroma,Bcell,6.6611460755018365e-06,LAMA2,CD44
Tcell,Bcell,7.463360072544811e-07,LAMA2,CD44
Bcell,Endothelial,2.7031073158724846e-06,LAMA2,CD44
Endothelial,Endothelial,0.00012049773280951422,LAMA2,CD44
Macrophage,Endothelial,1.9126965450141073e-06,LAMA2,CD44
Malignant,Endothelial,2.470721623518378e-07,LAMA2,CD44
Stroma,Endothelial,1.5764153230486973e-06,LAMA2,CD44
Tcell,Endothelial,4.092887646858112e-07,LAMA2,CD44
Bcell,Macrophage,2.332677541508968e-07,LAMA2,CD44
Endothelial,Macrophage,6.505197950898144e-07,LAMA2,CD44
Macrophage,Macrophage,3.278762567126244e-05,LAMA2,CD44
Malignant,Macrophage,2.721830666580084e-07,LAMA2,CD44
Stroma,Macrophage,1.8628138966880007e-07,LAMA2,CD44
Tcell,Macrophage,5.0301764877187625e-08,LAMA2,CD44
Bcell,Malignant,6.726049338036166e-08,LAMA2,CD44
Endothelial,Malignant,1.5338056177176055e-07,LAMA2,CD44
Macrophage,Malignant,1.906127934759287e-07,LAMA2,CD44
Malignant,Malignant,4.688770403674913e-06,LAMA2,CD44
Stroma,Malignant,2.645148499380165e-07,LAMA2,CD44
Tcell,Malignant,1.0641027565720796e-08,LAMA2,CD44
Bcell,Stroma,3.62639735330474e-07,LAMA2,CD44
Endothelial,Stroma,4.4176107255424265e-07,LAMA2,CD44
Macrophage,Stroma,1.185164549000575e-06,LAMA2,CD44
Malignant,Stroma,4.813482591250254e-07,LAMA2,CD44
Stroma,Stroma,4.750444681817123e-05,LAMA2,CD44
Tcell,Stroma,7.425206378569781e-08,LAMA2,CD44
Bcell,Tcell,3.3431076081630055e-08,LAMA2,CD44
Endothelial,Tcell,1.2863527697970897e-06,LAMA2,CD44
Macrophage,Tcell,2.708085979005386e-06,LAMA2,CD44
Malignant,Tcell,3.915210052931258e-07,LAMA2,CD44
Stroma,Tcell,1.422309895101206e-06,LAMA2,CD44
Tcell,Tcell,0.00010645421236566823,LAMA2,CD44
Bcell,Bcell,0.00020007870077734576,LAMA2,CD44
Endothelial,Bcell,3.07996796220734e-07,LAMA2,CD44
Macrophage,Bcell,3.3434128698093675e-06,LAMA2,CD44
Malignant,Bcell,4.347424222620455e-07,LAMA2,CD44
Stroma,Bcell,6.6611460755018365e-06,LAMA2,CD44
Tcell,Bcell,7.463360072544811e-07,LAMA2,CD44
Bcell,Endothelial,2.7031073158724846e-06,LAMA2,CD44
Endothelial,Endothelial,0.00012049773280951422,LAMA2,CD44
Macrophage,Endothelial,1.9126965450141073e-06,LAMA2,CD44
Malignant,Endothelial,2.470721623518378e-07,LAMA2,CD44
Stroma,Endothelial,1.5764153230486973e-06,LAMA2,CD44
Tcell,Endothelial,4.092887646858112e-07,LAMA2,CD44
Bcell,Macrophage,2.332677541508968e-07,LAMA2,CD44
Endothelial,Macrophage,6.505197950898144e-07,LAMA2,CD44
Macrophage,Macrophage,3.278762567126244e-05,LAMA2,CD44
Malignant,Macrophage,2.721830666580084e-07,LAMA2,CD44
Stroma,Macrophage,1.8628138966880007e-07,LAMA2,CD44
Tcell,Macrophage,5.0301764877187625e-08,LAMA2,CD44
Bcell,Malignant,6.726049338036166e-08,LAMA2,CD44
Endothelial,Malignant,1.5338056177176055e-07,LAMA2,CD44
Macrophage,Malignant,1.906127934759287e-07,LAMA2,CD44
Malignant,Malignant,4.688770403674913e-06,LAMA2,CD44
Stroma,Malignant,2.645148499380165e-07,LAMA2,CD44
Tcell,Malignant,1.0641027565720796e-08,LAMA2,CD44
Bcell,Stroma,3.62639735330474e-07,LAMA2,CD44
Endothelial,Stroma,4.4176107255424265e-07,LAMA2,CD44
Macrophage,Stroma,1.185164549000575e-06,LAMA2,CD44
Malignant,Stroma,4.813482591250254e-07,LAMA2,CD44
Stroma,Stroma,4.750444681817123e-05,LAMA2,CD44
Tcell,Stroma,7.425206378569781e-08,LAMA2,CD44
Bcell,Tcell,3.3431076081630055e-08,LAMA2,CD44
Endothelial,Tcell,1.2863527697970897e-06,LAMA2,CD44
Macrophage,Tcell,2.708085979005386e-06,LAMA2,CD44
Malignant,Tcell,3.915210052931258e-07,LAMA2,CD44
Stroma,Tcell,1.422309895101206e-06,LAMA2,CD44
Tcell,Tcell,0.00010645421236566823,LAMA2,CD44
Bcell,Bcell,8.951489750714305e-05,LAMA2,ITGA1
Endothelial,Bcell,3.483980459164764e-07,LAMA2,ITGA1
Macrophage,Bcell,2.1399822060978635e-06,LAMA2,ITGA1
Malignant,Bcell,3.804905072046803e-09,LAMA2,ITGA1
Stroma,Bcell,0.0,LAMA2,ITGA1
Tcell,Bcell,1.5043911648166891e-05,LAMA2,ITGA1
Bcell,Endothelial,1.7460181441313166e-06,LAMA2,ITGA1
Endothelial,Endothelial,2.5721119959572406e-05,LAMA2,ITGA1
Macrophage,Endothelial,0.0,LAMA2,ITGA1
Malignant,Endothelial,1.1782477591165775e-06,LAMA2,ITGA1
Stroma,Endothelial,6.789987971396792e-06,LAMA2,ITGA1
Tcell,Endothelial,3.370967653713917e-08,LAMA2,ITGA1
Bcell,Macrophage,0.0,LAMA2,ITGA1
Endothelial,Macrophage,1.6068281539477928e-06,LAMA2,ITGA1
Macrophage,Macrophage,1.1508004784467965e-05,LAMA2,ITGA1
Malignant,Macrophage,7.062353270796675e-07,LAMA2,ITGA1
Stroma,Macrophage,5.175736935884154e-08,LAMA2,ITGA1
Tcell,Macrophage,1.4459185933541284e-08,LAMA2,ITGA1
Bcell,Malignant,6.081237729807919e-07,LAMA2,ITGA1
Endothelial,Malignant,5.531498491885413e-07,LAMA2,ITGA1
Macrophage,Malignant,1.2173672722041009e-07,LAMA2,ITGA1
Malignant,Malignant,2.2401747559683155e-06,LAMA2,ITGA1
Stroma,Malignant,7.839402408295535e-07,LAMA2,ITGA1
Tcell,Malignant,2.336572513000993e-08,LAMA2,ITGA1
Bcell,Stroma,0.0,LAMA2,ITGA1
Endothelial,Stroma,1.0729031852435845e-07,LAMA2,ITGA1
Macrophage,Stroma,5.851749580827594e-07,LAMA2,ITGA1
Malignant,Stroma,1.0114460826581813e-06,LAMA2,ITGA1
Stroma,Stroma,1.022801247418077e-05,LAMA2,ITGA1
Tcell,Stroma,3.1325064501006046e-06,LAMA2,ITGA1
Bcell,Tcell,0.0,LAMA2,ITGA1
Endothelial,Tcell,8.725311057269998e-06,LAMA2,ITGA1
Macrophage,Tcell,1.3479075921102986e-05,LAMA2,ITGA1
Malignant,Tcell,6.104236631471765e-07,LAMA2,ITGA1
Stroma,Tcell,0.0,LAMA2,ITGA1
Tcell,Tcell,2.34405050958488e-05,LAMA2,ITGA1
Bcell,Bcell,8.951489750714305e-05,LAMA2,ITGA1
Endothelial,Bcell,3.483980459164764e-07,LAMA2,ITGA1
Macrophage,Bcell,2.1399822060978635e-06,LAMA2,ITGA1
Malignant,Bcell,3.804905072046803e-09,LAMA2,ITGA1
Stroma,Bcell,0.0,LAMA2,ITGA1
Tcell,Bcell,1.5043911648166891e-05,LAMA2,ITGA1
Bcell,Endothelial,1.7460181441313166e-06,LAMA2,ITGA1
Endothelial,Endothelial,2.5721119959572406e-05,LAMA2,ITGA1
Macrophage,Endothelial,0.0,LAMA2,ITGA1
Malignant,Endothelial,1.1782477591165775e-06,LAMA2,ITGA1
Stroma,Endothelial,6.789987971396792e-06,LAMA2,ITGA1
Tcell,Endothelial,3.370967653713917e-08,LAMA2,ITGA1
Bcell,Macrophage,0.0,LAMA2,ITGA1
Endothelial,Macrophage,1.6068281539477928e-06,LAMA2,ITGA1
Macrophage,Macrophage,1.1508004784467965e-05,LAMA2,ITGA1
Malignant,Macrophage,7.062353270796675e-07,LAMA2,ITGA1
Stroma,Macrophage,5.175736935884154e-08,LAMA2,ITGA1
Tcell,Macrophage,1.4459185933541284e-08,LAMA2,ITGA1
Bcell,Malignant,6.081237729807919e-07,LAMA2,ITGA1
Endothelial,Malignant,5.531498491885413e-07,LAMA2,ITGA1
Macrophage,Malignant,1.2173672722041009e-07,LAMA2,ITGA1
Malignant,Malignant,2.2401747559683155e-06,LAMA2,ITGA1
Stroma,Malignant,7.839402408295535e-07,LAMA2,ITGA1
Tcell,Malignant,2.336572513000993e-08,LAMA2,ITGA1
Bcell,Stroma,0.0,LAMA2,ITGA1
Endothelial,Stroma,1.0729031852435845e-07,LAMA2,ITGA1
Macrophage,Stroma,5.851749580827594e-07,LAMA2,ITGA1
Malignant,Stroma,1.0114460826581813e-06,LAMA2,ITGA1
Stroma,Stroma,1.022801247418077e-05,LAMA2,ITGA1
Tcell,Stroma,3.1325064501006046e-06,LAMA2,ITGA1
Bcell,Tcell,0.0,LAMA2,ITGA1
Endothelial,Tcell,8.725311057269998e-06,LAMA2,ITGA1
Macrophage,Tcell,1.3479075921102986e-05,LAMA2,ITGA1
Malignant,Tcell,6.104236631471765e-07,LAMA2,ITGA1
Stroma,Tcell,0.0,LAMA2,ITGA1
Tcell,Tcell,2.34405050958488e-05,LAMA2,ITGA1
Bcell,Bcell,6.259247482623812e-05,LAMA2,ITGA6
Endothelial,Bcell,2.1844989515202547e-05,LAMA2,ITGA6
Macrophage,Bcell,4.913569889966794e-08,LAMA2,ITGA6
Malignant,Bcell,2.1945332968730736e-07,LAMA2,ITGA6
Stroma,Bcell,3.973067497153509e-06,LAMA2,ITGA6
Tcell,Bcell,4.834132717938433e-10,LAMA2,ITGA6
Bcell,Endothelial,9.836946971216184e-07,LAMA2,ITGA6
Endothelial,Endothelial,1.236114761356938e-05,LAMA2,ITGA6
Macrophage,Endothelial,6.5910063363724355e-06,LAMA2,ITGA6
Malignant,Endothelial,2.9182844663734037e-07,LAMA2,ITGA6
Stroma,Endothelial,3.085235451339561e-06,LAMA2,ITGA6
Tcell,Endothelial,7.317145284907119e-07,LAMA2,ITGA6
Bcell,Macrophage,0.0,LAMA2,ITGA6
Endothelial,Macrophage,3.7770439568417985e-06,LAMA2,ITGA6
Macrophage,Macrophage,1.7714960070778794e-05,LAMA2,ITGA6
Malignant,Macrophage,7.11772535760386e-07,LAMA2,ITGA6
Stroma,Macrophage,8.302604214524343e-07,LAMA2,ITGA6
Tcell,Macrophage,1.9894365779482267e-06,LAMA2,ITGA6
Bcell,Malignant,9.280836398636747e-07,LAMA2,ITGA6
Endothelial,Malignant,6.884227884001767e-07,LAMA2,ITGA6
Macrophage,Malignant,2.4581828261627897e-07,LAMA2,ITGA6
Malignant,Malignant,2.1917915782668633e-06,LAMA2,ITGA6
Stroma,Malignant,7.032866845469191e-07,LAMA2,ITGA6
Tcell,Malignant,2.142969655739227e-08,LAMA2,ITGA6
Bcell,Stroma,0.0,LAMA2,ITGA6
Endothelial,Stroma,2.0234680545874797e-06,LAMA2,ITGA6
Macrophage,Stroma,1.5622359022505336e-06,LAMA2,ITGA6
Malignant,Stroma,5.263231068545772e-07,LAMA2,ITGA6
Stroma,Stroma,9.686043488093293e-06,LAMA2,ITGA6
Tcell,Stroma,0.0,LAMA2,ITGA6
Bcell,Tcell,2.751801133244142e-06,LAMA2,ITGA6
Endothelial,Tcell,7.041699976669173e-06,LAMA2,ITGA6
Macrophage,Tcell,5.910235814412086e-06,LAMA2,ITGA6
Malignant,Tcell,1.8900188413633386e-07,LAMA2,ITGA6
Stroma,Tcell,8.631430315469363e-06,LAMA2,ITGA6
Tcell,Tcell,5.24102972756279e-05,LAMA2,ITGA6
Bcell,Bcell,6.259247482623812e-05,LAMA2,ITGA6
Endothelial,Bcell,2.1844989515202547e-05,LAMA2,ITGA6
Macrophage,Bcell,4.913569889966794e-08,LAMA2,ITGA6
Malignant,Bcell,2.1945332968730736e-07,LAMA2,ITGA6
Stroma,Bcell,3.973067497153509e-06,LAMA2,ITGA6
Tcell,Bcell,4.834132717938433e-10,LAMA2,ITGA6
Bcell,Endothelial,9.836946971216184e-07,LAMA2,ITGA6
Endothelial,Endothelial,1.236114761356938e-05,LAMA2,ITGA6
